"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.828187919463087	0.810738255033557	0.812751677852349	0.82013422818792	0.818791946308725	0.814765100671141
0.845524296675192	0.802557544757033	0.803580562659847	0.823017902813299	0.825063938618926	0.823529411764706
0.806	0.808666666666667	0.811333333333333	0.822666666666667	0.827333333333333	0.822666666666667
0.843452082288008	0.84194681384847	0.851981936778726	0.845459106874059	0.844957350727546	0.846964375313598
0.819391634980989	0.816856780735108	0.830164765525982	0.827629911280101	0.826996197718631	0.826996197718631
0.77021563342318	0.721698113207547	0.725741239892183	0.748652291105121	0.728436657681941	0.72978436657682
0.796900489396411	0.801794453507341	0.81647634584013	0.800163132137031	0.806688417618271	0.813213703099511
0.8184421534937	0.815578465063001	0.822451317296678	0.816723940435281	0.813860252004582	0.825315005727377
0.795558086560364	0.5	0.803530751708428	0.795558086560364	0.796127562642369	0.797835990888383
0.887587822014052	0.867096018735363	0.875878220140515	0.86943793911007	0.868266978922717	0.868852459016393
0.874160048869884	0.864386072083079	0.860109957238852	0.869273060476481	0.871105681124007	0.868662186927306
0.851219512195122	0.854146341463415	0.858048780487805	0.863414634146341	0.864878048780488	0.862439024390244
0.812038014783527	0.776135163674762	0.776663146779303	0.80675818373812	0.80623020063358	0.803062302006336
0.829596412556054	0.811659192825112	0.829596412556054	0.818385650224215	0.816890881913303	0.816143497757848
0.839797639123103	0.84991568296796	0.850477796514896	0.860033726812816	0.857223159078134	0.856098931984261
0.798081776880363	0.819787985865724	0.820292781423523	0.837960625946492	0.833922261484099	0.829379101463907
0.831815421979356	0.83485124468731	0.833029751062538	0.838494231936855	0.838494231936855	0.837887067395264
0.826059050064185	0.847240051347882	0.842105263157895	0.839537869062901	0.842105263157895	0.844672657252888
0.846944016435542	0.845403184386235	0.840780688238315	0.85105290190036	0.851566512583462	0.851566512583462
0.737567405632115	0.74415817855003	0.749550629119233	0.729179149191132	0.762732174955063	0.760934691431995
0.756307339449541	0.72993119266055	0.730504587155963	0.743692660550459	0.751146788990826	0.74598623853211
0.915137614678899	0.893730886850153	0.901376146788991	0.900611620795107	0.896788990825688	0.904434250764526
0.810055865921788	0.807262569832402	0.80377094972067	0.81354748603352	0.81354748603352	0.812849162011173
0.896470588235294	0.884705882352941	0.881764705882353	0.898823529411765	0.891764705882353	0.888235294117647
0.892746435213887	0.862368257904526	0.864848109113453	0.884066955982641	0.887786732796032	0.884066955982641
0.733292458614347	0.772532188841202	0.769466584917229	0.770692826486818	0.770692826486818	0.766400980993256
0.879272326350606	0.884785005512679	0.85832414553473	0.885336273428886	0.889195148842337	0.5
0.849669603524229	0.82874449339207	0.82488986784141	0.844162995594714	0.841960352422907	0.829295154185022
0.780797101449275	0.817028985507246	0.804347826086957	0.805253623188406	0.805253623188406	0.806159420289855
0.892831281679942	0.866039102099928	0.873280231716148	0.891383055756698	0.885590152063722	0.886314265025344
0.87279843444227	0.857142857142857	0.863013698630137	0.863666014350946	0.863013698630137	0.864970645792564
0.811594202898551	0.780609695152424	0.780609695152424	0.794602698650675	0.79560219890055	0.794102948525737
0.836042402826855	0.826855123674912	0.832508833922261	0.834628975265018	0.833922261484099	0.834628975265018
0.869486404833837	0.831419939577039	0.847129909365559	0.853776435045317	0.854380664652568	0.85619335347432
0.829419889502762	0.805939226519337	0.814226519337017	0.825276243093923	0.823204419889503	0.825276243093923
0.812424607961399	0.814234016887817	0.819662243667069	0.78648974668275	0.819662243667069	0.820265379975875
0.852816901408451	0.84225352112676	0.849295774647887	0.859859154929577	0.859154929577465	0.859859154929577
0.836734693877551	0.838095238095238	0.843537414965986	0.842857142857143	0.842857142857143	0.843537414965986
0.864665911664779	0.851642129105323	0.853907134767837	0.874858437146093	0.869762174405436	0.864099660249151
0.800705467372134	0.825396825396825	0.824808935920047	0.81657848324515	0.815402704291593	0.81657848324515
0.858888888888889	0.846666666666667	0.852777777777778	0.872222222222222	0.872777777777778	0.870555555555556
0.728908188585608	0.733250620347395	0.722704714640198	0.742555831265509	0.740694789081886	0.740074441687345
0.811019567456231	0.817713697219361	0.818743563336766	0.827497425334706	0.824922760041195	0.822863027806385
0.810876132930514	0.78368580060423	0.792749244712991	0.8	0.8	0.796374622356495
0.780369290573372	0.710398445092323	0.715257531584062	0.761904761904762	0.761904761904762	0.75801749271137
0.867545511613308	0.853107344632768	0.853107344632768	0.878217200251099	0.876333961079724	0.872567482736974
0.797717184527584	0.80849714648066	0.814838300570704	0.82435003170577	0.820545339251744	0.821813570069753
0.888560885608856	0.861992619926199	0.875276752767528	0.882656826568266	0.881180811808118	0.881180811808118
0.921311475409836	0.917377049180328	0.92	0.92655737704918	0.927213114754098	0.927868852459016
0.786937222574509	0.5	0.5	0.788205453392517	0.787571337983513	0.787571337983513
